duration,path_length,displacement,straightness,jitter_index,speed_mean,speed_std,speed_max,acc_mean,acc_std,acc_max,jerk_mean,jerk_std,jerk_max,dt_mean,dt_std,dt_max,curvature,n_points,label,session_id,subset
59.997,7.636607069403371,0.6896866697039936,0.09031323249133429,11.072574554298582,0.29778473301476904,0.692876967117392,22.877719847894667,-0.001762640032011169,0.8683913770762867,22.858957521827037,0.0007161883807918328,1.4977595586950516,23.01662427127109,0.04081428571428571,0.19247629114532833,4.305999999999997,0.2505707098687754,1471.0,1,dr09rk5eagjuu87gedvdqmq3gl,humans_and_advanced_bots_train
59.632,10.523313164325753,0.13396763401213713,0.012730556614649667,78.5511608227131,0.27358305062047883,0.43542872534519367,5.19353693181645,-2.9875570128308683e-05,0.2190440429333453,2.958642088566269,-8.872455135711502e-05,0.34817397731563976,4.803079934514212,0.0260174520069808,0.06786711717913045,1.4170000000000016,0.2012126170316242,2293.0,1,dr09rk5eagjuu87gedvdqmq3gl,humans_and_advanced_bots_train
57.527,8.988508292669454,0.7248841549454552,0.08064565680343555,12.399923810371886,0.2626466988206698,0.3698218430976442,4.102114779562096,-7.166046810569071e-05,0.1727474777298279,1.6146355165414261,3.837085128156436e-05,0.2548520450153096,1.8320124258244832,0.028706087824351297,0.08525755825956727,1.8,0.2520651972446222,2005.0,1,dr09rk5eagjuu87gedvdqmq3gl,humans_and_advanced_bots_train
59.561,10.674577423700185,0.1969797061269521,0.01845316196682491,54.1912546910822,0.2843083748834482,0.3744805247539213,4.1902499104219215,0.0004891253475055302,0.19821425865703113,2.1555417505677803,4.524039155242373e-05,0.31034059356487187,3.3667938429904467,0.026518699910952806,0.0925779080699161,2.544999999999998,0.21829707829306422,2247.0,1,dr09rk5eagjuu87gedvdqmq3gl,humans_and_advanced_bots_train
59.996,11.378063526833003,1.0289643192638365,0.09043404590220643,11.05778238741392,0.3043642561634952,0.5053063945795532,6.779100529104281,-6.130147884395185e-05,0.3181391933150835,5.12566137566534,-2.9227074800995035e-05,0.5420113455166559,6.780529702036996,0.026952380952380953,0.08155104386142531,1.9029999999999987,0.21755490855314236,2227.0,1,gq715ms79515gcq39vf91mli6t,humans_and_advanced_bots_train
59.592999999999996,8.329144670479497,0.34743551393213473,0.041713228389888606,23.973210384320254,0.37562654410299595,0.6350830095402684,6.040694098857501,-7.262926724136743e-05,0.3016728006518919,2.6936007545253324,-7.3933227505265e-05,0.46857600194768695,3.6778989604554595,0.051152789699570815,0.22898238552011746,4.249000000000002,0.29009889769652836,1166.0,1,gq715ms79515gcq39vf91mli6t,humans_and_advanced_bots_train
57.747,13.540464007813462,0.27081499393897446,0.02000042197835332,49.99894507637445,0.39964148330966087,0.5395026887798048,5.715294877918498,-0.0002262545544456137,0.28581654022472547,4.42299443882527,7.584465013482925e-05,0.4545999177815352,5.695406196426827,0.03165953947368421,0.14780537369975674,3.707,0.24829511869254742,1825.0,1,gq715ms79515gcq39vf91mli6t,humans_and_advanced_bots_train
59.989,11.072008628783358,0.7235219945276016,0.06534695002374699,15.302933031099407,0.3440917624628351,0.47677080929961957,4.238095238095437,2.0037680316994755e-06,0.29028811876473637,3.514716761989042,-0.00019451649313692078,0.4697469676973372,4.241728026847501,0.0325319956616052,0.13956110921819367,3.003,0.2862054453942943,1845.0,1,hrbko2t4t14q3pahqltndlolb5,humans_and_advanced_bots_train
59.488,6.013812336453584,0.4046908054804091,0.06729355404513006,14.860264317877393,0.3102900337547722,0.6381012808327358,14.564568160232861,1.948241471739601e-05,0.7125340355328238,14.15761950861684,3.4832747147812652e-06,1.2268121218410013,15.102652208982438,0.04936763485477178,0.1669273008401425,3.193000000000005,0.37130660160767837,1206.0,1,hrbko2t4t14q3pahqltndlolb5,humans_and_advanced_bots_train
56.857,3.93369535262212,0.37339742679097754,0.09492281260217025,10.534875364377232,0.2061044405185086,0.22997894407948322,1.435983945311563,-7.771627692740868e-05,0.1370072517921286,0.8054035982059197,-2.7406386390219084e-05,0.22033986245042483,1.7399523627989832,0.054460727969348664,0.2107680885595009,3.0090000000000003,0.38851622329011776,1045.0,1,hrbko2t4t14q3pahqltndlolb5,humans_and_advanced_bots_train
58.635,10.379605294281982,0.3470064244742604,0.033431562630365404,29.91185339005705,0.28815800843103234,0.4742656976374853,7.833844497270036,0.00011801706660734389,0.4025822977840802,7.69378847486107,-9.380285451853988e-05,0.6904502525437719,7.560491912993077,0.026921487603305785,0.07932081867163476,2.16,0.22691486329018115,2179.0,1,hrbko2t4t14q3pahqltndlolb5,humans_and_advanced_bots_train
59.11,12.741461714096705,0.41415106134702223,0.03250420325705802,30.7652518688597,0.32552933498713893,0.509634767989536,6.381183867091416,-4.481018317607535e-05,0.3177236057711311,5.66919874502098,-2.4697080461192915e-06,0.5362543330729098,7.938457190575656,0.025789703315881325,0.07583252488972703,2.347999999999999,0.20460013041863068,2293.0,1,hrbko2t4t14q3pahqltndlolb5,humans_and_advanced_bots_train
59.999,12.196652247711931,1.053030292878932,0.08633764999543038,11.582432462001542,0.37663902545354455,0.9091557453887884,31.705793556943906,-0.001682749724313032,1.0524572494761637,31.69196961862237,0.00045209205078029324,1.8133537240394457,32.197646959073126,0.029527066929133858,0.11860666341299722,3.367,0.24128748086642127,2033.0,1,nvmlnfhs5v6hehsd81e9mf75cn,humans_and_advanced_bots_train
59.879000000000005,13.204141261528104,0.5466407586833852,0.041399190440054634,24.155061714261876,0.3920543609446478,2.0732249268545146,95.59322033886627,-2.0798162401085015e-05,2.870888624675426,95.3898305083578,1.999547782983213e-05,4.9741146009418316,95.82203389818831,0.026390039665050685,0.11327781466093514,4.756,0.205054152431665,2270.0,1,nvmlnfhs5v6hehsd81e9mf75cn,humans_and_advanced_bots_train
59.967999999999996,12.575687212204183,0.3539168010697831,0.028142939236459504,35.53289127329275,0.35653240142366377,0.4580285362582294,4.022696476964769,-6.375064821091563e-05,0.22522235623045475,1.8381285337951627,1.711033648505086e-05,0.36569541886634693,4.044680013252,0.028651696129956997,0.11895563436104757,3.689,0.22185093849052842,2094.0,1,nvmlnfhs5v6hehsd81e9mf75cn,humans_and_advanced_bots_train
59.888,9.6005993012494,0.7671980669793436,0.07991147665953544,12.513847094335668,0.4134149163022398,0.7671018380702121,13.790266934203835,1.445156127827744e-06,0.7016205714671173,13.775674368717732,-5.1616585671220534e-05,1.1658677694809267,14.851147139276822,0.04314697406340058,0.3009393387432685,9.810000000000002,0.2656500021441604,1389.0,1,nvmlnfhs5v6hehsd81e9mf75cn,humans_and_advanced_bots_train
57.904,15.673547584540511,0.8178729603060286,0.05218173842868424,19.163792355570532,0.42441613634670317,0.6207648798868336,6.618883320935294,-0.0010406087976701237,0.443786883806023,6.6116888692963975,0.0005729533843221256,0.7400587849625058,9.014814338170998,0.025884666964684847,0.06252734133861507,1.474,0.27606427872956596,2238.0,1,brrlh9tmiodt2ekkjvn7kcsps0,humans_and_advanced_bots_train
59.509,13.86460278921255,0.5892447217934276,0.04249993532103881,23.5294475731818,0.3866637816169811,2.1036442120512753,97.3060316932595,-2.23191259151897e-06,2.874680702738357,97.29337537850425,-6.88767573061895e-05,4.975191424380039,97.50059593270238,0.02566149202242346,0.059271156346577675,1.0,0.19879844835281302,2320.0,1,brrlh9tmiodt2ekkjvn7kcsps0,humans_and_advanced_bots_train
59.957,15.575917840744964,0.5999062207853163,0.03851498363814071,25.96392119480787,0.41061657073804264,0.7021087284627129,9.40700166706192,6.149422505277906e-06,0.3964965131726551,6.403733385784369,-0.0001797835246351633,0.6128715162489641,6.393836711282118,0.026216440752076953,0.06376370575278902,1.4409999999999954,0.24055748420952716,2288.0,1,brrlh9tmiodt2ekkjvn7kcsps0,humans_and_advanced_bots_train
59.98,10.77565498240526,0.6567159263133996,0.06094440916915961,16.408396006012005,0.32248069027672044,0.5186959388979518,5.77103829116543,0.000589293701979851,0.24213104563040488,2.5662959794698184,0.00016327084619510997,0.37526929491348066,3.2428140917048043,0.031870350690754515,0.11221568244498309,2.272999999999996,0.2215969567643062,1883.0,1,brrlh9tmiodt2ekkjvn7kcsps0,humans_and_advanced_bots_train
59.968,17.33624441790345,0.7262588596006622,0.04189251386249732,23.870613333978316,0.45171130635046935,0.7187023747659927,12.457190494956516,-0.0022099208677309403,0.536747066634469,12.431210427853713,0.0009990904855639035,0.9100484578840735,13.23420069233901,0.02564927288280582,0.11851944216450487,4.537,0.2092984355443357,2339.0,1,s74076j0vtua7ct0fkej7ehmt8,humans_and_advanced_bots_train
58.495,13.328962052291871,0.3808523610720807,0.028573294723019668,34.997714113604275,0.3993886761247579,0.7635028319742355,21.719102561506446,1.4002848141741574e-05,0.74313168593446,21.712340413307206,3.996270348495828e-05,1.2711378607692803,21.783541856110972,0.028603911980440096,0.07813957535417086,1.7449999999999974,0.2259543504004596,2046.0,1,s74076j0vtua7ct0fkej7ehmt8,humans_and_advanced_bots_train
59.744,12.697664388794912,0.07970343484498295,0.006277015394682935,159.31138242022936,0.39003713417718106,0.666840277635293,14.728427507665879,0.0006585261887829439,0.5088460868528112,14.543748742172397,-0.0002101326880731972,0.8578014948624667,16.863997703354343,0.0313781512605042,0.10938240426580836,3.2570000000000014,0.21901139063036945,1905.0,1,s74076j0vtua7ct0fkej7ehmt8,humans_and_advanced_bots_train
59.974000000000004,14.954030472385472,0.604505525527195,0.04042425395905751,24.737624125675143,0.40228621067253006,0.6018359640120426,6.077038145102792,-0.0007384254054076448,0.3283510754594568,5.678677116193097,-9.916012590010605e-05,0.5494496679634533,6.606317133931152,0.02679803395889187,0.08615510855845475,2.159,0.19429362233300299,2239.0,1,s74076j0vtua7ct0fkej7ehmt8,humans_and_advanced_bots_train
